fiscal_year,fiscal_month,cost_pool_id,cost_sub_pool_id,it_tower_id,it_sub_tower_id,allocation_method,allocation_value,description
2020,3,hardware,hw_lease,compute,unix,direct,0.2,サーバーリース料（UNIXサーバー）
2020,3,hardware,hw_maintenance,compute,servers,direct,0.8,サーバー保守費用（Windowsサーバー）
2020,3,hardware,hw_maintenance,compute,unix,direct,0.2,サーバー保守費用（UNIXサーバー）
2020,3,hardware,hw_depreciation,compute,servers,direct,0.7,サーバー減価償却費（Windowsサーバー）
2020,3,hardware,hw_depreciation,compute,unix,direct,0.2,サーバー減価償却費（UNIXサーバー）
2020,3,hardware,hw_depreciation,storage,online_storage,direct,0.1,ストレージ減価償却費
2020,3,software,sw_license,end_user,end_user_software,direct,0.33,MS365ライセンス
2020,3,software,sw_license,application,business_software,direct,0.67,Salesforce・SAPライセンス
2020,3,software,sw_maintenance,application,business_software,direct,1.0,SAP保守費用
2020,3,external_services,cloud_services,compute,servers,direct,0.54,AWSクラウドサービス（EC2）
2020,3,external_services,cloud_services,storage,online_storage,direct,0.29,AWSクラウドサービス（S3）
2020,3,external_services,cloud_services,platform,database,direct,0.17,Azureクラウドサービス（SQL Database）
2020,3,facilities,facilities_expense,data_center,enterprise_dc,direct,1.0,データセンター電気代
2020,3,facilities,facilities_lease,data_center,enterprise_dc,direct,1.0,データセンター賃料
2020,3,telecom,telecom_expense,network,lan_wan,direct,0.72,インターネット回線料金
2020,3,telecom,telecom_expense,network,transport,direct,0.28,専用線料金
2020,3,other,misc_expense,it_management,it_finance,direct,1.0,事務用品費
2021,3,internal_labor,salary,compute,servers,direct,0.3,サーバー管理担当者の人件費
2021,3,internal_labor,salary,compute,unix,direct,0.1,UNIX管理担当者の人件費
2021,3,internal_labor,salary,network,lan_wan,direct,0.2,ネットワーク管理担当者の人件費
2021,3,internal_labor,salary,application,app_development,direct,0.3,アプリケーション開発担当者の人件費
2021,3,internal_labor,salary,it_management,strategy_planning,direct,0.1,IT戦略担当者の人件費
2021,3,internal_labor,benefits,compute,servers,usage_based,0.3,サーバー管理担当者の福利厚生費
2021,3,internal_labor,benefits,compute,unix,usage_based,0.1,UNIX管理担当者の福利厚生費
2021,3,internal_labor,benefits,network,lan_wan,usage_based,0.2,ネットワーク管理担当者の福利厚生費
2021,3,internal_labor,benefits,application,app_development,usage_based,0.3,アプリケーション開発担当者の福利厚生費
2021,3,internal_labor,benefits,it_management,strategy_planning,usage_based,0.1,IT戦略担当者の福利厚生費
2021,3,external_labor,consultants,application,app_support,direct,1.0,ERPコンサルティング費用
2021,3,external_labor,contractors,application,app_development,direct,1.0,CRMシステム開発委託
2021,3,hardware,hw_expense,end_user,workspace,direct,1.0,PC周辺機器購入
2021,3,hardware,hw_lease,compute,servers,direct,0.8,サーバーリース料（Windowsサーバー）
2021,3,hardware,hw_lease,compute,unix,direct,0.2,サーバーリース料（UNIXサーバー）
2021,3,hardware,hw_maintenance,compute,servers,direct,0.8,サーバー保守費用（Windowsサーバー）
2021,3,hardware,hw_maintenance,compute,unix,direct,0.2,サーバー保守費用（UNIXサーバー）
2021,3,hardware,hw_depreciation,compute,servers,direct,0.7,サーバー減価償却費（Windowsサーバー）
2021,3,hardware,hw_depreciation,compute,unix,direct,0.2,サーバー減価償却費（UNIXサーバー）
2021,3,hardware,hw_depreciation,storage,online_storage,direct,0.1,ストレージ減価償却費
2021,3,software,sw_license,end_user,end_user_software,direct,0.32,MS365ライセンス
2021,3,software,sw_license,application,business_software,direct,0.68,Salesforce・SAPライセンス
2021,3,software,sw_maintenance,application,business_software,direct,1.0,SAP保守費用
2021,3,external_services,cloud_services,compute,servers,direct,0.52,AWSクラウドサービス（EC2）
2021,3,external_services,cloud_services,storage,online_storage,direct,0.29,AWSクラウドサービス（S3）
2021,3,external_services,cloud_services,platform,database,direct,0.19,Azureクラウドサービス（SQL Database）
2021,3,facilities,facilities_expense,data_center,enterprise_dc,direct,1.0,データセンター電気代
2021,3,facilities,facilities_lease,data_center,enterprise_dc,direct,1.0,データセンター賃料
2021,3,telecom,telecom_expense,network,lan_wan,direct,0.71,インターネット回線料金
2021,3,telecom,telecom_expense,network,transport,direct,0.29,専用線料金
2021,3,other,misc_expense,it_management,it_finance,direct,1.0,事務用品費
2022,3,internal_labor,salary,compute,servers,direct,0.3,サーバー管理担当者の人件費
2022,3,internal_labor,salary,compute,unix,direct,0.1,UNIX管理担当者の人件費
2022,3,internal_labor,salary,network,lan_wan,direct,0.2,ネットワーク管理担当者の人件費
2022,3,internal_labor,salary,application,app_development,direct,0.3,アプリケーション開発担当者の人件費
2022,3,internal_labor,salary,it_management,strategy_planning,direct,0.1,IT戦略担当者の人件費
2022,3,internal_labor,benefits,compute,servers,usage_based,0.3,サーバー管理担当者の福利厚生費
2022,3,internal_labor,benefits,compute,unix,usage_based,0.1,UNIX管理担当者の福利厚生費
2022,3,internal_labor,benefits,network,lan_wan,usage_based,0.2,ネットワーク管理担当者の福利厚生費
2022,3,internal_labor,benefits,application,app_development,usage_based,0.3,アプリケーション開発担当者の福利厚生費
2022,3,internal_labor,benefits,it_management,strategy_planning,usage_based,0.1,IT戦略担当者の福利厚生費
2022,3,external_labor,consultants,application,app_support,direct,1.0,ERPコンサルティング費用
2022,3,external_labor,contractors,application,app_development,direct,1.0,CRMシステム開発委託
2022,3,hardware,hw_expense,end_user,workspace,direct,1.0,PC周辺機器購入
2022,3,hardware,hw_lease,compute,servers,direct,0.8,サーバーリース料（Windowsサーバー）
2022,3,hardware,hw_lease,compute,unix,direct,0.2,サーバーリース料（UNIXサーバー）
2022,3,hardware,hw_maintenance,compute,servers,direct,0.8,サーバー保守費用（Windowsサーバー）
2022,3,hardware,hw_maintenance,compute,unix,direct,0.2,サーバー保守費用（UNIXサーバー）
2022,3,hardware,hw_depreciation,compute,servers,direct,0.7,サーバー減価償却費（Windowsサーバー）
2022,3,hardware,hw_depreciation,compute,unix,direct,0.2,サーバー減価償却費（UNIXサーバー）
2022,3,hardware,hw_depreciation,storage,online_storage,direct,0.1,ストレージ減価償却費
2022,3,software,sw_license,end_user,end_user_software,direct,0.31,MS365ライセンス
2022,3,software,sw_license,application,business_software,direct,0.69,Salesforce・SAPライセンス
2022,3,software,sw_maintenance,application,business_software,direct,1.0,SAP保守費用
2022,3,external_services,cloud_services,compute,servers,direct,0.51,AWSクラウドサービス（EC2）
2022,3,external_services,cloud_services,storage,online_storage,direct,0.3,AWSクラウドサービス（S3）
2022,3,external_services,cloud_services,platform,database,direct,0.19,Azureクラウドサービス（SQL Database）
2022,3,facilities,facilities_expense,data_center,enterprise_dc,direct,1.0,データセンター電気代
2022,3,facilities,facilities_lease,data_center,enterprise_dc,direct,1.0,データセンター賃料
2022,3,telecom,telecom_expense,network,lan_wan,direct,0.7,インターネット回線料金
2022,3,telecom,telecom_expense,network,transport,direct,0.3,専用線料金
2022,3,other,misc_expense,it_management,it_finance,direct,1.0,事務用品費
2023,3,internal_labor,salary,compute,servers,direct,0.3,サーバー管理担当者の人件費
2023,3,internal_labor,salary,compute,unix,direct,0.1,UNIX管理担当者の人件費
2023,3,internal_labor,salary,network,lan_wan,direct,0.2,ネットワーク管理担当者の人件費
2023,3,internal_labor,salary,application,app_development,direct,0.3,アプリケーション開発担当者の人件費
2023,3,internal_labor,salary,it_management,strategy_planning,direct,0.1,IT戦略担当者の人件費
2023,3,internal_labor,benefits,compute,servers,usage_based,0.3,サーバー管理担当者の福利厚生費
2023,3,internal_labor,benefits,compute,unix,usage_based,0.1,UNIX管理担当者の福利厚生費
2023,3,internal_labor,benefits,network,lan_wan,usage_based,0.2,ネットワーク管理担当者の福利厚生費
2023,3,internal_labor,benefits,application,app_development,usage_based,0.3,アプリケーション開発担当者の福利厚生費
2023,3,internal_labor,benefits,it_management,strategy_planning,usage_based,0.1,IT戦略担当者の福利厚生費
2023,3,external_labor,consultants,application,app_support,direct,1.0,ERPコンサルティング費用
2023,3,external_labor,contractors,application,app_development,direct,1.0,CRMシステム開発委託
2023,3,hardware,hw_expense,end_user,workspace,direct,1.0,PC周辺機器購入
2023,3,hardware,hw_lease,compute,servers,direct,0.8,サーバーリース料（Windowsサーバー）
2023,3,hardware,hw_lease,compute,unix,direct,0.2,サーバーリース料（UNIXサーバー）
2023,3,hardware,hw_maintenance,compute,servers,direct,0.8,サーバー保守費用（Windowsサーバー）
2023,3,hardware,hw_maintenance,compute,unix,direct,0.2,サーバー保守費用（UNIXサーバー）
2023,3,hardware,hw_depreciation,compute,servers,direct,0.7,サーバー減価償却費（Windowsサーバー）
2023,3,hardware,hw_depreciation,compute,unix,direct,0.2,サーバー減価償却費（UNIXサーバー）
2023,3,hardware,hw_depreciation,storage,online_storage,direct,0.1,ストレージ減価償却費
2023,3,software,sw_license,end_user,end_user_software,direct,0.31,MS365ライセンス
2023,3,software,sw_license,application,business_software,direct,0.69,Salesforce・SAPライセンス
2023,3,software,sw_maintenance,application,business_software,direct,1.0,SAP保守費用
2023,3,external_services,cloud_services,compute,servers,direct,0.5,AWSクラウドサービス（EC2）
2023,3,external_services,cloud_services,storage,online_storage,direct,0.3,AWSクラウドサービス（S3）
2023,3,external_services,cloud_services,platform,database,direct,0.2,Azureクラウドサービス（SQL Database）
2023,3,facilities,facilities_expense,data_center,enterprise_dc,direct,1.0,データセンター電気代
2023,3,facilities,facilities_lease,data_center,enterprise_dc,direct,1.0,データセンター賃料
2023,3,telecom,telecom_expense,network,lan_wan,direct,0.7,インターネット回線料金
2023,3,telecom,telecom_expense,network,transport,direct,0.3,専用線料金
2023,3,other,misc_expense,it_management,it_finance,direct,1.0,事務用品費
2024,3,internal_labor,salary,compute,servers,direct,0.3,サーバー管理担当者の人件費
2024,3,internal_labor,salary,compute,unix,direct,0.1,UNIX管理担当者の人件費
2024,3,internal_labor,salary,network,lan_wan,direct,0.2,ネットワーク管理担当者の人件費
2024,3,internal_labor,salary,application,app_development,direct,0.3,アプリケーション開発担当者の人件費
2024,3,internal_labor,salary,it_management,strategy_planning,direct,0.1,IT戦略担当者の人件費
2024,3,internal_labor,benefits,compute,servers,usage_based,0.3,サーバー管理担当者の福利厚生費
2024,3,internal_labor,benefits,compute,unix,usage_based,0.1,UNIX管理担当者の福利厚生費
2024,3,internal_labor,benefits,network,lan_wan,usage_based,0.2,ネットワーク管理担当者の福利厚生費
2024,3,internal_labor,benefits,application,app_development,usage_based,0.3,アプリケーション開発担当者の福利厚生費
2024,3,internal_labor,benefits,it_management,strategy_planning,usage_based,0.1,IT戦略担当者の福利厚生費
2024,3,external_labor,consultants,application,app_support,direct,1.0,ERPコンサルティング費用
2024,3,external_labor,contractors,application,app_development,direct,1.0,CRMシステム開発委託
2024,3,hardware,hw_expense,end_user,workspace,direct,1.0,PC周辺機器購入
2024,3,hardware,hw_lease,compute,servers,direct,0.8,サーバーリース料（Windowsサーバー）
2024,3,hardware,hw_lease,compute,unix,direct,0.2,サーバーリース料（UNIXサーバー）
2024,3,hardware,hw_maintenance,compute,servers,direct,0.8,サーバー保守費用（Windowsサーバー）
2024,3,hardware,hw_maintenance,compute,unix,direct,0.2,サーバー保守費用（UNIXサーバー）
2024,3,hardware,hw_depreciation,compute,servers,direct,0.7,サーバー減価償却費（Windowsサーバー）
2024,3,hardware,hw_depreciation,compute,unix,direct,0.2,サーバー減価償却費（UNIXサーバー）
2024,3,hardware,hw_depreciation,storage,online_storage,direct,0.1,ストレージ減価償却費
2024,3,software,sw_license,end_user,end_user_software,direct,0.3,MS365ライセンス
2024,3,software,sw_license,application,business_software,direct,0.7,Salesforce・SAPライセンス
2024,3,software,sw_maintenance,application,business_software,direct,1.0,SAP保守費用
2024,3,external_services,cloud_services,compute,servers,direct,0.5,AWSクラウドサービス（EC2）
2024,3,external_services,cloud_services,storage,online_storage,direct,0.3,AWSクラウドサービス（S3）
2024,3,external_services,cloud_services,platform,database,direct,0.2,Azureクラウドサービス（SQL Database）
2024,3,facilities,facilities_expense,data_center,enterprise_dc,direct,1.0,データセンター電気代
2024,3,facilities,facilities_lease,data_center,enterprise_dc,direct,1.0,データセンター賃料
2024,3,telecom,telecom_expense,network,lan_wan,direct,0.7,インターネット回線料金
2024,3,telecom,telecom_expense,network,transport,direct,0.3,専用線料金
2024,3,other,misc_expense,it_management,it_finance,direct,1.0,事務用品費
2025,3,internal_labor,salary,compute,servers,direct,0.3,サーバー管理担当者の人件費
2025,3,internal_labor,salary,compute,unix,direct,0.1,UNIX管理担当者の人件費
2025,3,internal_labor,salary,network,lan_wan,direct,0.2,ネットワーク管理担当者の人件費
2025,3,internal_labor,salary,application,app_development,direct,0.3,アプリケーション開発担当者の人件費
2025,3,internal_labor,salary,it_management,strategy_planning,direct,0.1,IT戦略担当者の人件費
2025,3,internal_labor,benefits,compute,servers,usage_based,0.3,サーバー管理担当者の福利厚生費
2025,3,internal_labor,benefits,compute,unix,usage_based,0.1,UNIX管理担当者の福利厚生費
2025,3,internal_labor,benefits,network,lan_wan,usage_based,0.2,ネットワーク管理担当者の福利厚生費
2025,3,internal_labor,benefits,application,app_development,usage_based,0.3,アプリケーション開発担当者の福利厚生費
2025,3,internal_labor,benefits,it_management,strategy_planning,usage_based,0.1,IT戦略担当者の福利厚生費
2025,3,external_labor,consultants,application,app_support,direct,1.0,ERPコンサルティング費用
2025,3,external_labor,contractors,application,app_development,direct,1.0,CRMシステム開発委託
2025,3,hardware,hw_expense,end_user,workspace,direct,1.0,PC周辺機器購入
2025,3,hardware,hw_lease,compute,servers,direct,0.8,サーバーリース料（Windowsサーバー）
2025,3,hardware,hw_lease,compute,unix,direct,0.2,サーバーリース料（UNIXサーバー）
2025,3,hardware,hw_maintenance,compute,servers,direct,0.8,サーバー保守費用（Windowsサーバー）
2025,3,hardware,hw_maintenance,compute,unix,direct,0.2,サーバー保守費用（UNIXサーバー）
2025,3,hardware,hw_depreciation,compute,servers,direct,0.7,サーバー減価償却費（Windowsサーバー）
2025,3,hardware,hw_depreciation,compute,unix,direct,0.2,サーバー減価償却費（UNIXサーバー）
2025,3,hardware,hw_depreciation,storage,online_storage,direct,0.1,ストレージ減価償却費
2025,3,software,sw_license,end_user,end_user_software,direct,0.3,MS365ライセンス
2025,3,software,sw_license,application,business_software,direct,0.7,Salesforce・SAPライセンス
2025,3,software,sw_maintenance,application,business_software,direct,1.0,SAP保守費用
2025,3,external_services,cloud_services,compute,servers,direct,0.5,AWSクラウドサービス（EC2）
2025,3,external_services,cloud_services,storage,online_storage,direct,0.3,AWSクラウドサービス（S3）
2025,3,external_services,cloud_services,platform,database,direct,0.2,Azureクラウドサービス（SQL Database）
2025,3,facilities,facilities_expense,data_center,enterprise_dc,direct,1.0,データセンター電気代
2025,3,facilities,facilities_lease,data_center,enterprise_dc,direct,1.0,データセンター賃料
2025,3,telecom,telecom_expense,network,lan_wan,direct,0.7,インターネット回線料金
2025,3,telecom,telecom_expense,network,transport,direct,0.3,専用線料金
2025,3,other,misc_expense,it_management,it_finance,direct,1.0,事務用品費