fiscal_year,fiscal_month,cost_pool_id,cost_sub_pool_id,vendor,description,amount
2015,3,internal_labor,salary,ABC商事,IT部門給与（システム開発）,5000000
2015,3,internal_labor,salary,ABC商事,IT部門給与（インフラ運用）,4000000
2015,3,internal_labor,benefits,ABC商事,IT部門福利厚生費,2200000
2015,3,external_labor,consultants,コンサルティング株式会社,ERPコンサルティング費用,2500000
2015,3,external_labor,contractors,システム開発株式会社,CRMシステム開発委託,4000000
2015,3,hardware,hw_expense,PCショップ,PC周辺機器購入,800000
2015,3,hardware,hw_lease,リース株式会社,サーバーリース料,8000000
2015,3,hardware,hw_maintenance,保守株式会社,サーバー保守費用,4500000
2015,3,hardware,hw_depreciation,ABC商事,サーバー減価償却費,9000000
2015,3,software,sw_license,マイクロソフト,MS365ライセンス,3500000
2015,3,software,sw_license,セールスフォース,Salesforceライセンス,4000000
2015,3,software,sw_license,SAP,SAPライセンス,12000000
2015,3,software,sw_maintenance,SAP,SAP保守費用,2400000
2015,3,external_services,cloud_services,AWS,AWSクラウドサービス利用料,500000
2015,3,external_services,cloud_services,マイクロソフト,Azureクラウドサービス利用料,200000
2015,3,facilities,facilities_expense,電力会社,データセンター電気代,2500000
2015,3,facilities,facilities_lease,不動産会社,データセンター賃料,8000000
2015,3,telecom,telecom_expense,通信会社,インターネット回線料金,1800000
2015,3,telecom,telecom_expense,通信会社,専用線料金,3500000
2015,3,other,misc_expense,文房具店,事務用品費,400000
2016,3,internal_labor,salary,ABC商事,IT部門給与（システム開発）,5500000
2016,3,internal_labor,salary,ABC商事,IT部門給与（インフラ運用）,4400000
2016,3,internal_labor,benefits,ABC商事,IT部門福利厚生費,2400000
2016,3,external_labor,consultants,コンサルティング株式会社,ERPコンサルティング費用,2800000
2016,3,external_labor,contractors,システム開発株式会社,CRMシステム開発委託,4500000
2016,3,hardware,hw_expense,PCショップ,PC周辺機器購入,780000
2016,3,hardware,hw_lease,リース株式会社,サーバーリース料,8200000
2016,3,hardware,hw_maintenance,保守株式会社,サーバー保守費用,4700000
2016,3,hardware,hw_depreciation,ABC商事,サーバー減価償却費,9200000
2016,3,software,sw_license,マイクロソフト,MS365ライセンス,4000000
2016,3,software,sw_license,セールスフォース,Salesforceライセンス,4500000
2016,3,software,sw_license,SAP,SAPライセンス,12500000
2016,3,software,sw_maintenance,SAP,SAP保守費用,2500000
2016,3,external_services,cloud_services,AWS,AWSクラウドサービス利用料,800000
2016,3,external_services,cloud_services,マイクロソフト,Azureクラウドサービス利用料,350000
2016,3,facilities,facilities_expense,電力会社,データセンター電気代,2600000
2016,3,facilities,facilities_lease,不動産会社,データセンター賃料,8000000
2016,3,telecom,telecom_expense,通信会社,インターネット回線料金,1850000
2016,3,telecom,telecom_expense,通信会社,専用線料金,3400000
2016,3,other,misc_expense,文房具店,事務用品費,390000
2017,3,internal_labor,salary,ABC商事,IT部門給与（システム開発）,6000000
2017,3,internal_labor,salary,ABC商事,IT部門給与（インフラ運用）,4800000
2017,3,internal_labor,benefits,ABC商事,IT部門福利厚生費,2600000
2017,3,external_labor,consultants,コンサルティング株式会社,ERPコンサルティング費用,3000000
2017,3,external_labor,contractors,システム開発株式会社,CRMシステム開発委託,5000000
2017,3,hardware,hw_expense,PCショップ,PC周辺機器購入,750000
2017,3,hardware,hw_lease,リース株式会社,サーバーリース料,7800000
2017,3,hardware,hw_maintenance,保守株式会社,サーバー保守費用,4500000
2017,3,hardware,hw_depreciation,ABC商事,サーバー減価償却費,8800000
2017,3,software,sw_license,マイクロソフト,MS365ライセンス,4500000
2017,3,software,sw_license,セールスフォース,Salesforceライセンス,5000000
2017,3,software,sw_license,SAP,SAPライセンス,13000000
2017,3,software,sw_maintenance,SAP,SAP保守費用,2600000
2017,3,external_services,cloud_services,AWS,AWSクラウドサービス利用料,1200000
2017,3,external_services,cloud_services,マイクロソフト,Azureクラウドサービス利用料,600000
2017,3,facilities,facilities_expense,電力会社,データセンター電気代,2650000
2017,3,facilities,facilities_lease,不動産会社,データセンター賃料,8200000
2017,3,telecom,telecom_expense,通信会社,インターネット回線料金,1800000
2017,3,telecom,telecom_expense,通信会社,専用線料金,3300000
2017,3,other,misc_expense,文房具店,事務用品費,380000
2018,3,internal_labor,salary,ABC商事,IT部門給与（システム開発）,6500000
2018,3,internal_labor,salary,ABC商事,IT部門給与（インフラ運用）,5200000
2018,3,internal_labor,benefits,ABC商事,IT部門福利厚生費,2900000
2018,3,external_labor,consultants,コンサルティング株式会社,ERPコンサルティング費用,3200000
2018,3,external_labor,contractors,システム開発株式会社,CRMシステム開発委託,5500000
2018,3,hardware,hw_expense,PCショップ,PC周辺機器購入,700000
2018,3,hardware,hw_lease,リース株式会社,サーバーリース料,7200000
2018,3,hardware,hw_maintenance,保守株式会社,サーバー保守費用,4200000
2018,3,hardware,hw_depreciation,ABC商事,サーバー減価償却費,8200000
2018,3,software,sw_license,マイクロソフト,MS365ライセンス,5000000
2018,3,software,sw_license,セールスフォース,Salesforceライセンス,5500000
2018,3,software,sw_license,SAP,SAPライセンス,13500000
2018,3,software,sw_maintenance,SAP,SAP保守費用,2700000
2018,3,external_services,cloud_services,AWS,AWSクラウドサービス利用料,1800000
2018,3,external_services,cloud_services,マイクロソフト,Azureクラウドサービス利用料,1000000
2018,3,facilities,facilities_expense,電力会社,データセンター電気代,2600000
2018,3,facilities,facilities_lease,不動産会社,データセンター賃料,8000000
2018,3,telecom,telecom_expense,通信会社,インターネット回線料金,1750000
2018,3,telecom,telecom_expense,通信会社,専用線料金,3200000
2018,3,other,misc_expense,文房具店,事務用品費,370000
2019,3,internal_labor,salary,ABC商事,IT部門給与（システム開発）,7000000
2019,3,internal_labor,salary,ABC商事,IT部門給与（インフラ運用）,5600000
2019,3,internal_labor,benefits,ABC商事,IT部門福利厚生費,3200000
2019,3,external_labor,consultants,コンサルティング株式会社,ERPコンサルティング費用,3500000
2019,3,external_labor,contractors,システム開発株式会社,CRMシステム開発委託,6000000
2019,3,hardware,hw_expense,PCショップ,PC周辺機器購入,650000
2019,3,hardware,hw_lease,リース株式会社,サーバーリース料,6500000
2019,3,hardware,hw_maintenance,保守株式会社,サーバー保守費用,3800000
2019,3,hardware,hw_depreciation,ABC商事,サーバー減価償却費,7500000
2019,3,software,sw_license,マイクロソフト,MS365ライセンス,5500000
2019,3,software,sw_license,セールスフォース,Salesforceライセンス,6000000
2019,3,software,sw_license,SAP,SAPライセンス,14000000
2019,3,software,sw_maintenance,SAP,SAP保守費用,2800000
2019,3,external_services,cloud_services,AWS,AWSクラウドサービス利用料,2500000
2019,3,external_services,cloud_services,マイクロソフト,Azureクラウドサービス利用料,1500000
2019,3,facilities,facilities_expense,電力会社,データセンター電気代,2500000
2019,3,facilities,facilities_lease,不動産会社,データセンター賃料,7800000
2019,3,telecom,telecom_expense,通信会社,インターネット回線料金,1700000
2019,3,telecom,telecom_expense,通信会社,専用線料金,3000000
2019,3,other,misc_expense,文房具店,事務用品費,350000
2020,3,internal_labor,salary,ABC商事,IT部門給与（システム開発）,7500000
2020,3,internal_labor,salary,ABC商事,IT部門給与（インフラ運用）,6000000
2020,3,internal_labor,benefits,ABC商事,IT部門福利厚生費,3400000
2020,3,external_labor,consultants,コンサルティング株式会社,ERPコンサルティング費用,3800000
2020,3,external_labor,contractors,システム開発株式会社,CRMシステム開発委託,6500000
2020,3,hardware,hw_expense,PCショップ,PC周辺機器購入,600000
2020,3,hardware,hw_lease,リース株式会社,サーバーリース料,5500000
2020,3,hardware,hw_maintenance,保守株式会社,サーバー保守費用,3400000
2020,3,hardware,hw_depreciation,ABC商事,サーバー減価償却費,6800000
2020,3,software,sw_license,マイクロソフト,MS365ライセンス,6000000
2020,3,software,sw_license,セールスフォース,Salesforceライセンス,7000000
2020,3,software,sw_license,SAP,SAPライセンス,14500000
2020,3,software,sw_maintenance,SAP,SAP保守費用,2900000
2020,3,external_services,cloud_services,AWS,AWSクラウドサービス利用料,3000000
2020,3,external_services,cloud_services,マイクロソフト,Azureクラウドサービス利用料,2000000
2020,3,facilities,facilities_expense,電力会社,データセンター電気代,2300000
2020,3,facilities,facilities_lease,不動産会社,データセンター賃料,7500000
2020,3,telecom,telecom_expense,通信会社,インターネット回線料金,1500000
2020,3,telecom,telecom_expense,通信会社,専用線料金,2800000
2020,3,other,misc_expense,文房具店,事務用品費,320000
2021,3,internal_labor,salary,ABC商事,IT部門給与（システム開発）,8000000
2021,3,internal_labor,salary,ABC商事,IT部門給与（インフラ運用）,6500000
2021,3,internal_labor,benefits,ABC商事,IT部門福利厚生費,3700000
2021,3,external_labor,consultants,コンサルティング株式会社,ERPコンサルティング費用,4200000
2021,3,external_labor,contractors,システム開発株式会社,CRMシステム開発委託,7000000
2021,3,hardware,hw_expense,PCショップ,PC周辺機器購入,500000
2021,3,hardware,hw_lease,リース株式会社,サーバーリース料,4500000
2021,3,hardware,hw_maintenance,保守株式会社,サーバー保守費用,3000000
2021,3,hardware,hw_depreciation,ABC商事,サーバー減価償却費,6200000
2021,3,software,sw_license,マイクロソフト,MS365ライセンス,6500000
2021,3,software,sw_license,セールスフォース,Salesforceライセンス,7500000
2021,3,software,sw_license,SAP,SAPライセンス,14800000
2021,3,software,sw_maintenance,SAP,SAP保守費用,3000000
2021,3,external_services,cloud_services,AWS,AWSクラウドサービス利用料,3500000
2021,3,external_services,cloud_services,マイクロソフト,Azureクラウドサービス利用料,2500000
2021,3,facilities,facilities_expense,電力会社,データセンター電気代,2000000
2021,3,facilities,facilities_lease,不動産会社,データセンター賃料,6800000
2021,3,telecom,telecom_expense,通信会社,インターネット回線料金,1300000
2021,3,telecom,telecom_expense,通信会社,専用線料金,2500000
2021,3,other,misc_expense,文房具店,事務用品費,300000
2022,3,internal_labor,salary,ABC商事,IT部門給与（システム開発）,8500000
2022,3,internal_labor,salary,ABC商事,IT部門給与（インフラ運用）,7000000
2022,3,internal_labor,benefits,ABC商事,IT部門福利厚生費,4000000
2022,3,external_labor,consultants,コンサルティング株式会社,ERPコンサルティング費用,4500000
2022,3,external_labor,contractors,システム開発株式会社,CRMシステム開発委託,7500000
2022,3,hardware,hw_expense,PCショップ,PC周辺機器購入,450000
2022,3,hardware,hw_lease,リース株式会社,サーバーリース料,3500000
2022,3,hardware,hw_maintenance,保守株式会社,サーバー保守費用,2500000
2022,3,hardware,hw_depreciation,ABC商事,サーバー減価償却費,5500000
2022,3,software,sw_license,マイクロソフト,MS365ライセンス,7000000
2022,3,software,sw_license,セールスフォース,Salesforceライセンス,8000000
2022,3,software,sw_license,SAP,SAPライセンス,14900000
2022,3,software,sw_maintenance,SAP,SAP保守費用,3000000
2022,3,external_services,cloud_services,AWS,AWSクラウドサービス利用料,3800000
2022,3,external_services,cloud_services,マイクロソフト,Azureクラウドサービス利用料,2800000
2022,3,facilities,facilities_expense,電力会社,データセンター電気代,1800000
2022,3,facilities,facilities_lease,不動産会社,データセンター賃料,6000000
2022,3,telecom,telecom_expense,通信会社,インターネット回線料金,1200000
2022,3,telecom,telecom_expense,通信会社,専用線料金,2200000
2022,3,other,misc_expense,文房具店,事務用品費,290000
2023,3,internal_labor,salary,ABC商事,IT部門給与（システム開発）,9500000
2023,3,internal_labor,salary,ABC商事,IT部門給与（インフラ運用）,7500000
2023,3,internal_labor,benefits,ABC商事,IT部門福利厚生費,4200000
2023,3,external_labor,consultants,コンサルティング株式会社,ERPコンサルティング費用,4800000
2023,3,external_labor,contractors,システム開発株式会社,CRMシステム開発委託,7800000
2023,3,hardware,hw_expense,PCショップ,PC周辺機器購入,400000
2023,3,hardware,hw_lease,リース株式会社,サーバーリース料,3000000
2023,3,hardware,hw_maintenance,保守株式会社,サーバー保守費用,2200000
2023,3,hardware,hw_depreciation,ABC商事,サーバー減価償却費,5200000
2023,3,software,sw_license,マイクロソフト,MS365ライセンス,7200000
2023,3,software,sw_license,セールスフォース,Salesforceライセンス,8500000
2023,3,software,sw_license,SAP,SAPライセンス,15000000
2023,3,software,sw_maintenance,SAP,SAP保守費用,3000000
2023,3,external_services,cloud_services,AWS,AWSクラウドサービス利用料,4000000
2023,3,external_services,cloud_services,マイクロソフト,Azureクラウドサービス利用料,2900000
2023,3,facilities,facilities_expense,電力会社,データセンター電気代,1700000
2023,3,facilities,facilities_lease,不動産会社,データセンター賃料,5500000
2023,3,telecom,telecom_expense,通信会社,インターネット回線料金,1100000
2023,3,telecom,telecom_expense,通信会社,専用線料金,2100000
2023,3,other,misc_expense,文房具店,事務用品費,280000
2024,3,internal_labor,salary,ABC商事,IT部門給与（システム開発）,10000000
2024,3,internal_labor,salary,ABC商事,IT部門給与（インフラ運用）,8000000
2024,3,internal_labor,benefits,ABC商事,IT部門福利厚生費,4500000
2024,3,external_labor,consultants,コンサルティング株式会社,ERPコンサルティング費用,5000000
2024,3,external_labor,contractors,システム開発株式会社,CRMシステム開発委託,8000000
2024,3,hardware,hw_expense,PCショップ,PC周辺機器購入,350000
2024,3,hardware,hw_lease,リース株式会社,サーバーリース料,2500000
2024,3,hardware,hw_maintenance,保守株式会社,サーバー保守費用,1800000
2024,3,hardware,hw_depreciation,ABC商事,サーバー減価償却費,5000000
2024,3,software,sw_license,マイクロソフト,MS365ライセンス,7500000
2024,3,software,sw_license,セールスフォース,Salesforceライセンス,9000000
2024,3,software,sw_license,SAP,SAPライセンス,15000000
2024,3,software,sw_maintenance,SAP,SAP保守費用,3000000
2024,3,external_services,cloud_services,AWS,AWSクラウドサービス利用料,4000000
2024,3,external_services,cloud_services,マイクロソフト,Azureクラウドサービス利用料,3000000
2024,3,facilities,facilities_expense,電力会社,データセンター電気代,1600000
2024,3,facilities,facilities_lease,不動産会社,データセンター賃料,5000000
2024,3,telecom,telecom_expense,通信会社,インターネット回線料金,1000000
2024,3,telecom,telecom_expense,通信会社,専用線料金,2000000
2024,3,other,misc_expense,文房具店,事務用品費,280000
2025,3,internal_labor,salary,ABC商事,IT部門給与（システム開発）,15000000
2025,3,internal_labor,salary,ABC商事,IT部門給与（インフラ運用）,10000000
2025,3,internal_labor,benefits,ABC商事,IT部門福利厚生費,5000000
2025,3,external_labor,consultants,コンサルティング株式会社,ERPコンサルティング費用,5000000
2025,3,external_labor,contractors,システム開発株式会社,CRMシステム開発委託,10000000
2025,3,hardware,hw_expense,PCショップ,PC周辺機器購入,500000
2025,3,hardware,hw_lease,リース株式会社,サーバーリース料,3000000
2025,3,hardware,hw_maintenance,保守株式会社,サーバー保守費用,2000000
2025,3,hardware,hw_depreciation,ABC商事,サーバー減価償却費,5000000
2025,3,software,sw_license,マイクロソフト,MS365ライセンス,8000000
2025,3,software,sw_license,セールスフォース,Salesforceライセンス,10000000
2025,3,software,sw_license,SAP,SAPライセンス,15000000
2025,3,software,sw_maintenance,SAP,SAP保守費用,3000000
2025,3,external_services,cloud_services,AWS,AWSクラウドサービス利用料,5000000
2025,3,external_services,cloud_services,マイクロソフト,Azureクラウドサービス利用料,3000000
2025,3,facilities,facilities_expense,電力会社,データセンター電気代,2000000
2025,3,facilities,facilities_lease,不動産会社,データセンター賃料,5000000
2025,3,telecom,telecom_expense,通信会社,インターネット回線料金,1000000
2025,3,telecom,telecom_expense,通信会社,専用線料金,2000000
2025,3,other,misc_expense,文房具店,事務用品費,300000
